,0,1,2,3,4,5,6,7,8,9,10
206,Medusa,Weaver,Crystal Maiden,Riki,Templar Assassin,Lion,Sven,Lina,Clinkz,Pudge,1
207,Windrunner,Queen of Pain,Skeleton King,Storm Spirit,Huskar,Shadow Fiend,Clinkz,Lifestealer,Troll Warlord,Alchemist,1
208,Sand King,Bounty Hunter,Nyx Assassin,Lifestealer,Lich,Pudge,Bloodseeker,Windrunner,Storm Spirit,Dragon Knight,1
209,Ancient Apparition,Viper,Slardar,Lich,Outworld Devourer,Naga Siren,Nature's Prophet,Magnus,Luna,Ogre Magi,2
210,Nature's Prophet,Kunkka,Tidehunter,Luna,Lone Druid,Windrunner,Sand King,Chen,Weaver,Nyx Assassin,2
211,Shadow Fiend,Clinkz,Earthshaker,Skeleton King,Vengeful Spirit,Sven,Witch Doctor,Rubick,Anti-Mage,Viper,2
212,Pudge,Lion,Morphling,Troll Warlord,Warlock,Keeper of the Light,Invoker,Rubick,Spectre,Lifestealer,2
213,Lone Druid,Jakiro,Razor,Visage,Treant Protector,Luna,Juggernaut,Tiny,Doom,Venomancer,1
214,Warlock,Bane,Nature's Prophet,Magnus,Morphling,Undying,Invoker,Clockwerk,Windrunner,Faceless Void,1
215,Shadow Demon,Chaos Knight,Nyx Assassin,Windrunner,Sven,Dark Seer,Sniper,Silencer,Batrider,Chen,2
216,Lifestealer,Dark Seer,Nyx Assassin,Invoker,Faceless Void,Gyrocopter,Enchantress,Lich,Queen of Pain,Bounty Hunter,1
217,Rubick,Faceless Void,Timbersaw,Pudge,Wisp,Sniper,Bloodseeker,Chaos Knight,Omniknight,Vengeful Spirit,2
218,Jakiro,Wisp,Kunkka,Juggernaut,Drow Ranger,Ogre Magi,Tidehunter,Riki,Silencer,Morphling,2
219,Bloodseeker,Crystal Maiden,Bounty Hunter,Queen of Pain,Sven,Enchantress,Bane,Phantom Lancer,Shadow Fiend,Windrunner,2
220,Pudge,Lone Druid,Rubick,Necrolyte,Gyrocopter,Drow Ranger,Enchantress,Jakiro,Witch Doctor,Juggernaut,1
221,Lion,Storm Spirit,Tidehunter,Viper,Broodmother,Outworld Devourer,Brewmaster,Chen,Puck,Bane,2
222,Outworld Devourer,Visage,Sand King,Storm Spirit,Gyrocopter,Axe,Anti-Mage,Puck,Venomancer,Bounty Hunter,1
223,Rubick,Shadow Demon,Axe,Drow Ranger,Zeus,Witch Doctor,Huskar,Vengeful Spirit,Phantom Assassin,Gyrocopter,1
224,Necrolyte,Pudge,Phantom Assassin,Lina,Nyx Assassin,Gyrocopter,Sven,Invoker,Leshrac,Beastmaster,1
225,Phantom Lancer,Juggernaut,Disruptor,Dazzle,Undying,Viper,Bounty Hunter,Luna,Doom,Zeus,1
226,Death Prophet,Nature's Prophet,Juggernaut,Kunkka,Timbersaw,Silencer,Vengeful Spirit,Ogre Magi,Lone Druid,Keeper of the Light,2
227,Brewmaster,Earthshaker,Riki,Spirit Breaker,Luna,Ogre Magi,Razor,Windrunner,Pugna,Huskar,2
228,Lone Druid,Tiny,Silencer,Windrunner,Alchemist,Lifestealer,Queen of Pain,Dark Seer,Clinkz,Magnus,2
229,Rubick,Magnus,Ursa,Nyx Assassin,Windrunner,Troll Warlord,Batrider,Undying,Keeper of the Light,Brewmaster,1
230,Tidehunter,Nyx Assassin,Windrunner,Ursa,Pugna,Queen of Pain,Lich,Drow Ranger,Ancient Apparition,Faceless Void,2
231,Riki,Earthshaker,Keeper of the Light,Nyx Assassin,Mirana,Shadow Fiend,Necrolyte,Faceless Void,Shadow Shaman,Undying,2
232,Ancient Apparition,Dazzle,Luna,Bloodseeker,Bane,Jakiro,Meepo,Bounty Hunter,Slardar,Nature's Prophet,2
233,Bane,Broodmother,Alchemist,Lycanthrope,Invoker,Dazzle,Lifestealer,Chaos Knight,Bloodseeker,Windrunner,1
234,Magnus,Tinker,Rubick,Phantom Lancer,Wisp,Shadow Fiend,Troll Warlord,Puck,Enigma,Faceless Void,1
235,Juggernaut,Beastmaster,Witch Doctor,Pudge,Wisp,Doom,Keeper of the Light,Razor,Leshrac,Brewmaster,1
236,Medusa,Huskar,Centaur Warrunner,Ogre Magi,Outworld Devourer,Batrider,Juggernaut,Ancient Apparition,Axe,Mirana,2
237,Lich,Anti-Mage,Medusa,Pudge,Vengeful Spirit,Enigma,Bane,Juggernaut,Spectre,Nature's Prophet,2
238,Lone Druid,Treant Protector,Broodmother,Storm Spirit,Nature's Prophet,Kunkka,Shadow Shaman,Windrunner,Undying,Viper,2
239,Wisp,Earthshaker,Clinkz,Bounty Hunter,Omniknight,Spectre,Ogre Magi,Riki,Phantom Lancer,Storm Spirit,1
240,Mirana,Chaos Knight,Wisp,Storm Spirit,Puck,Kunkka,Zeus,Invoker,Lycanthrope,Windrunner,2
241,Bloodseeker,Beastmaster,Vengeful Spirit,Phantom Assassin,Sniper,Phantom Lancer,Nyx Assassin,Naga Siren,Queen of Pain,Wisp,2
242,Phantom Lancer,Bane,Dark Seer,Nature's Prophet,Tiny,Shadow Demon,Naga Siren,Lifestealer,Mirana,Undying,1
243,Puck,Pudge,Nature's Prophet,Faceless Void,Disruptor,Ursa,Wisp,Keeper of the Light,Drow Ranger,Lone Druid,2
244,Axe,Kunkka,Dazzle,Ogre Magi,Sven,Phantom Lancer,Sand King,Pudge,Lich,Death Prophet,1
245,Invoker,Ogre Magi,Riki,Keeper of the Light,Sand King,Nyx Assassin,Nature's Prophet,Lina,Clockwerk,Faceless Void,2
246,Lycanthrope,Broodmother,Pudge,Venomancer,Queen of Pain,Slardar,Doom,Windrunner,Silencer,Magnus,2
247,Riki,Axe,Templar Assassin,Clockwerk,Omniknight,Phantom Lancer,Invoker,Slardar,Batrider,Doom,2
248,Rubick,Juggernaut,Lifestealer,Invoker,Omniknight,Phantom Lancer,Windrunner,Nature's Prophet,Pudge,Clockwerk,2
249,Windrunner,Nature's Prophet,Outworld Devourer,Dragon Knight,Jakiro,Axe,Ancient Apparition,Morphling,Pudge,Magnus,1
250,Nature's Prophet,Vengeful Spirit,Invoker,Sand King,Kunkka,Earthshaker,Ogre Magi,Gyrocopter,Queen of Pain,Lifestealer,2
251,Sniper,Necrolyte,Omniknight,Razor,Pudge,Mirana,Storm Spirit,Alchemist,Axe,Weaver,1
252,Nature's Prophet,Kunkka,Slark,Tidehunter,Keeper of the Light,Juggernaut,Enigma,Templar Assassin,Weaver,Necrolyte,1
253,Slardar,Beastmaster,Queen of Pain,Riki,Puck,Ursa,Spectre,Alchemist,Invoker,Windrunner,2
254,Visage,Earthshaker,Drow Ranger,Undying,Queen of Pain,Nature's Prophet,Tiny,Spectre,Lion,Bane,1
255,Chaos Knight,Clinkz,Lifestealer,Witch Doctor,Spirit Breaker,Weaver,Dazzle,Riki,Timbersaw,Viper,1
256,Gyrocopter,Timbersaw,Beastmaster,Keeper of the Light,Puck,Jakiro,Invoker,Brewmaster,Nyx Assassin,Juggernaut,2
257,Magnus,Pudge,Templar Assassin,Bane,Invoker,Windrunner,Queen of Pain,Outworld Devourer,Shadow Fiend,Rubick,1
258,Disruptor,Shadow Fiend,Lich,Slark,Faceless Void,Sand King,Nyx Assassin,Ursa,Invoker,Dragon Knight,1
259,Axe,Dazzle,Juggernaut,Crystal Maiden,Pudge,Viper,Lone Druid,Lion,Necrolyte,Tiny,1
260,Templar Assassin,Earthshaker,Dazzle,Beastmaster,Rubick,Undying,Invoker,Faceless Void,Bloodseeker,Bane,2
261,Venomancer,Death Prophet,Magnus,Pugna,Riki,Vengeful Spirit,Lycanthrope,Leshrac,Huskar,Shadow Shaman,1
262,Tiny,Bloodseeker,Juggernaut,Silencer,Gyrocopter,Wisp,Pudge,Troll Warlord,Nature's Prophet,Windrunner,2
263,Ancient Apparition,Bounty Hunter,Skeleton King,Tiny,Dark Seer,Enigma,Silencer,Puck,Pudge,Nyx Assassin,1
264,Windrunner,Rubick,Luna,Lycanthrope,Kunkka,Alchemist,Enchantress,Pudge,Tidehunter,Warlock,1
265,Bane,Mirana,Anti-Mage,Pudge,Troll Warlord,Keeper of the Light,Shadow Fiend,Kunkka,Sand King,Weaver,2
266,Wisp,Dark Seer,Shadow Fiend,Ursa,Lifestealer,Gyrocopter,Troll Warlord,Beastmaster,Lion,Nature's Prophet,1
267,Windrunner,Enigma,Bloodseeker,Mirana,Sand King,Nature's Prophet,Juggernaut,Invoker,Weaver,Venomancer,1
268,Lycanthrope,Sand King,Brewmaster,Venomancer,Juggernaut,Clockwerk,Rubick,Nature's Prophet,Pudge,Death Prophet,2
269,Axe,Lion,Phantom Lancer,Keeper of the Light,Kunkka,Tinker,Rubick,Meepo,Drow Ranger,Shadow Demon,1
270,Bounty Hunter,Invoker,Huskar,Disruptor,Outworld Devourer,Axe,Pudge,Drow Ranger,Dark Seer,Alchemist,2
271,Puck,Sniper,Shadow Fiend,Clinkz,Clockwerk,Riki,Juggernaut,Sand King,Earthshaker,Pudge,1
272,Lich,Clockwerk,Axe,Luna,Silencer,Alchemist,Medusa,Puck,Phantom Lancer,Necrolyte,1
273,Axe,Skeleton King,Spirit Breaker,Crystal Maiden,Nyx Assassin,Chen,Luna,Night Stalker,Templar Assassin,Batrider,2
274,Pudge,Outworld Devourer,Lich,Undying,Leshrac,Treant Protector,Timbersaw,Lifestealer,Ursa,Bane,1
275,Lina,Luna,Pugna,Lifestealer,Windrunner,Chaos Knight,Dazzle,Skeleton King,Razor,Kunkka,1
276,Dark Seer,Nature's Prophet,Invoker,Tidehunter,Slark,Lifestealer,Shadow Fiend,Vengeful Spirit,Anti-Mage,Puck,2
277,Rubick,Weaver,Lifestealer,Invoker,Jakiro,Chaos Knight,Dark Seer,Storm Spirit,Keeper of the Light,Wisp,2
278,Keeper of the Light,Batrider,Lifestealer,Tinker,Disruptor,Death Prophet,Alchemist,Gyrocopter,Rubick,Lina,1
279,Slark,Slardar,Bane,Lion,Lich,Shadow Fiend,Axe,Nature's Prophet,Chaos Knight,Centaur Warrunner,2
280,Warlock,Windrunner,Lifestealer,Invoker,Anti-Mage,Timbersaw,Nyx Assassin,Jakiro,Faceless Void,Venomancer,2
281,Faceless Void,Rubick,Lifestealer,Pudge,Phantom Lancer,Zeus,Weaver,Axe,Huskar,Omniknight,2
282,Queen of Pain,Beastmaster,Enigma,Sven,Rubick,Keeper of the Light,Axe,Batrider,Puck,Lifestealer,2
283,Slark,Rubick,Venomancer,Witch Doctor,Magnus,Anti-Mage,Crystal Maiden,Windrunner,Nyx Assassin,Visage,2
284,Viper,Shadow Fiend,Slardar,Witch Doctor,Phantom Assassin,Leshrac,Invoker,Earthshaker,Lycanthrope,Sand King,2
285,Windrunner,Chen,Venomancer,Troll Warlord,Ursa,Omniknight,Crystal Maiden,Earthshaker,Gyrocopter,Slark,2
286,Enchantress,Shadow Fiend,Clinkz,Magnus,Phantom Assassin,Nature's Prophet,Crystal Maiden,Sven,Invoker,Nyx Assassin,2
287,Windrunner,Pudge,Riki,Earthshaker,Storm Spirit,Chen,Warlock,Viper,Phantom Lancer,Mirana,1
288,Pudge,Naga Siren,Jakiro,Tiny,Lion,Ancient Apparition,Queen of Pain,Windrunner,Drow Ranger,Witch Doctor,1
289,Phantom Assassin,Centaur Warrunner,Keeper of the Light,Dark Seer,Medusa,Naga Siren,Puck,Vengeful Spirit,Lich,Ogre Magi,1
290,Slark,Dazzle,Timbersaw,Queen of Pain,Shadow Demon,Gyrocopter,Vengeful Spirit,Dark Seer,Centaur Warrunner,Sniper,2
291,Sven,Magnus,Enigma,Puck,Drow Ranger,Tiny,Huskar,Chaos Knight,Wisp,Windrunner,1
292,Pugna,Alchemist,Shadow Shaman,Lifestealer,Windrunner,Slark,Bane,Mirana,Magnus,Ancient Apparition,2
293,Undying,Outworld Devourer,Pudge,Gyrocopter,Axe,Templar Assassin,Shadow Demon,Broodmother,Lycanthrope,Nature's Prophet,1
294,Witch Doctor,Earthshaker,Faceless Void,Axe,Pudge,Bloodseeker,Nyx Assassin,Mirana,Juggernaut,Queen of Pain,2
295,Ogre Magi,Lion,Slark,Undying,Troll Warlord,Mirana,Windrunner,Sand King,Timbersaw,Nature's Prophet,2
296,Queen of Pain,Templar Assassin,Drow Ranger,Sand King,Enchantress,Huskar,Mirana,Kunkka,Luna,Witch Doctor,2
297,Alchemist,Pudge,Bloodseeker,Nature's Prophet,Wisp,Centaur Warrunner,Tiny,Tinker,Lone Druid,Outworld Devourer,2
298,Enigma,Invoker,Vengeful Spirit,Batrider,Shadow Fiend,Drow Ranger,Tidehunter,Axe,Gyrocopter,Windrunner,1
299,Magnus,Crystal Maiden,Queen of Pain,Doom,Disruptor,Nature's Prophet,Rubick,Viper,Phantom Assassin,Omniknight,1
300,Timbersaw,Undying,Brewmaster,Beastmaster,Shadow Demon,Spirit Breaker,Ancient Apparition,Windrunner,Dragon Knight,Faceless Void,2
301,Windrunner,Doom,Morphling,Treant Protector,Phantom Lancer,Bounty Hunter,Undying,Viper,Vengeful Spirit,Keeper of the Light,1
302,Nyx Assassin,Undying,Nature's Prophet,Rubick,Mirana,Lifestealer,Omniknight,Axe,Windrunner,Invoker,1
303,Kunkka,Sven,Ancient Apparition,Lion,Naga Siren,Gyrocopter,Nature's Prophet,Lone Druid,Lina,Pudge,1
304,Magnus,Anti-Mage,Shadow Fiend,Vengeful Spirit,Tiny,Luna,Rubick,Windrunner,Necrolyte,Puck,2
305,Viper,Lina,Lifestealer,Shadow Demon,Bounty Hunter,Morphling,Windrunner,Pugna,Faceless Void,Doom,2
306,Night Stalker,Puck,Crystal Maiden,Axe,Lone Druid,Enchantress,Drow Ranger,Alchemist,Lina,Bloodseeker,2
307,Troll Warlord,Gyrocopter,Wisp,Queen of Pain,Juggernaut,Nyx Assassin,Viper,Invoker,Zeus,Witch Doctor,1
308,Queen of Pain,Gyrocopter,Invoker,Vengeful Spirit,Venomancer,Troll Warlord,Earthshaker,Witch Doctor,Phantom Lancer,Night Stalker,2
309,Chen,Night Stalker,Axe,Skeleton King,Crystal Maiden,Lina,Slardar,Sniper,Necrolyte,Earthshaker,1
310,Outworld Devourer,Kunkka,Templar Assassin,Venomancer,Enchantress,Leshrac,Shadow Demon,Bloodseeker,Tiny,Slark,1
311,Templar Assassin,Queen of Pain,Troll Warlord,Tidehunter,Beastmaster,Axe,Mirana,Crystal Maiden,Batrider,Anti-Mage,2
312,Faceless Void,Templar Assassin,Pudge,Shadow Shaman,Mirana,Warlock,Meepo,Necrolyte,Bloodseeker,Puck,1
313,Kunkka,Tinker,Shadow Shaman,Warlock,Lich,Faceless Void,Batrider,Necrolyte,Morphling,Pudge,1
314,Lich,Juggernaut,Leshrac,Silencer,Slardar,Disruptor,Windrunner,Lifestealer,Tidehunter,Invoker,2
315,Lion,Viper,Tiny,Windrunner,Naga Siren,Witch Doctor,Doom,Pudge,Rubick,Drow Ranger,2
316,Keeper of the Light,Clockwerk,Lich,Phantom Lancer,Pudge,Slark,Disruptor,Sniper,Templar Assassin,Leshrac,1
317,Nature's Prophet,Invoker,Lina,Weaver,Gyrocopter,Queen of Pain,Tidehunter,Ursa,Disruptor,Luna,2
318,Weaver,Batrider,Wisp,Death Prophet,Dragon Knight,Warlock,Clinkz,Viper,Nyx Assassin,Invoker,1
319,Beastmaster,Alchemist,Windrunner,Doom,Death Prophet,Nyx Assassin,Earthshaker,Juggernaut,Lich,Chen,2
320,Juggernaut,Batrider,Bounty Hunter,Warlock,Phantom Lancer,Chen,Tinker,Razor,Windrunner,Pudge,1
321,Keeper of the Light,Dark Seer,Enigma,Medusa,Pudge,Rubick,Slark,Warlock,Anti-Mage,Invoker,1
322,Kunkka,Enigma,Clinkz,Windrunner,Tiny,Morphling,Dark Seer,Earthshaker,Pudge,Pugna,2
323,Invoker,Doom,Faceless Void,Lich,Troll Warlord,Drow Ranger,Silencer,Leshrac,Nature's Prophet,Naga Siren,2
324,Doom,Huskar,Lifestealer,Tiny,Shadow Shaman,Shadow Demon,Meepo,Razor,Spirit Breaker,Nyx Assassin,2
325,Mirana,Nature's Prophet,Pudge,Storm Spirit,Crystal Maiden,Shadow Shaman,Bane,Phantom Lancer,Omniknight,Sand King,2
326,Tidehunter,Kunkka,Bane,Magnus,Dark Seer,Brewmaster,Silencer,Lifestealer,Rubick,Shadow Demon,1
327,Medusa,Phantom Lancer,Venomancer,Necrolyte,Viper,Outworld Devourer,Razor,Alchemist,Axe,Ancient Apparition,2
328,Shadow Fiend,Enchantress,Dark Seer,Faceless Void,Vengeful Spirit,Sand King,Huskar,Juggernaut,Venomancer,Clinkz,1
329,Troll Warlord,Invoker,Lifestealer,Bloodseeker,Witch Doctor,Gyrocopter,Shadow Demon,Bounty Hunter,Earthshaker,Tinker,2
330,Clockwerk,Enigma,Lion,Invoker,Juggernaut,Lina,Puck,Batrider,Sven,Nature's Prophet,2
331,Gyrocopter,Riki,Queen of Pain,Lion,Lina,Sven,Invoker,Bane,Brewmaster,Phantom Assassin,1
332,Timbersaw,Tinker,Luna,Disruptor,Undying,Shadow Fiend,Faceless Void,Shadow Demon,Naga Siren,Ancient Apparition,2
333,Axe,Sven,Ancient Apparition,Wisp,Gyrocopter,Mirana,Tiny,Ogre Magi,Tidehunter,Storm Spirit,1
334,Skeleton King,Bloodseeker,Leshrac,Spirit Breaker,Windrunner,Bane,Troll Warlord,Drow Ranger,Lion,Lone Druid,1
335,Crystal Maiden,Drow Ranger,Shadow Fiend,Magnus,Mirana,Invoker,Alchemist,Treant Protector,Bounty Hunter,Shadow Demon,2
336,Pudge,Doom,Phantom Assassin,Ancient Apparition,Broodmother,Shadow Fiend,Enigma,Centaur Warrunner,Nyx Assassin,Windrunner,2
337,Lion,Weaver,Tidehunter,Nyx Assassin,Sven,Lina,Lone Druid,Outworld Devourer,Rubick,Slardar,1
338,Tidehunter,Lone Druid,Skeleton King,Nature's Prophet,Outworld Devourer,Nyx Assassin,Rubick,Juggernaut,Witch Doctor,Tiny,2
339,Enigma,Sand King,Weaver,Tidehunter,Pudge,Broodmother,Silencer,Nature's Prophet,Rubick,Faceless Void,1
340,Anti-Mage,Luna,Drow Ranger,Batrider,Lifestealer,Magnus,Bounty Hunter,Disruptor,Faceless Void,Nyx Assassin,2
341,Invoker,Keeper of the Light,Enigma,Phantom Lancer,Dark Seer,Venomancer,Tiny,Night Stalker,Bounty Hunter,Puck,2
342,Storm Spirit,Bounty Hunter,Vengeful Spirit,Phantom Assassin,Rubick,Enigma,Nature's Prophet,Magnus,Leshrac,Anti-Mage,2
343,Invoker,Bounty Hunter,Lone Druid,Lina,Brewmaster,Gyrocopter,Spirit Breaker,Omniknight,Timbersaw,Clinkz,1
344,Shadow Shaman,Nyx Assassin,Necrolyte,Meepo,Windrunner,Lifestealer,Mirana,Shadow Fiend,Keeper of the Light,Crystal Maiden,1
345,Shadow Demon,Naga Siren,Pudge,Outworld Devourer,Nature's Prophet,Axe,Queen of Pain,Beastmaster,Vengeful Spirit,Troll Warlord,2
346,Zeus,Clockwerk,Anti-Mage,Puck,Crystal Maiden,Lina,Shadow Fiend,Storm Spirit,Lone Druid,Gyrocopter,1
347,Tinker,Phantom Assassin,Witch Doctor,Death Prophet,Sniper,Pudge,Razor,Keeper of the Light,Wisp,Gyrocopter,2
348,Pudge,Bane,Windrunner,Keeper of the Light,Lifestealer,Nature's Prophet,Mirana,Weaver,Timbersaw,Crystal Maiden,1
349,Silencer,Drow Ranger,Storm Spirit,Dark Seer,Rubick,Bounty Hunter,Anti-Mage,Nyx Assassin,Magnus,Nature's Prophet,2
350,Kunkka,Dazzle,Doom,Invoker,Lion,Tiny,Dark Seer,Clockwerk,Keeper of the Light,Drow Ranger,1
351,Juggernaut,Medusa,Alchemist,Necrolyte,Witch Doctor,Batrider,Invoker,Death Prophet,Sand King,Lifestealer,2
352,Lifestealer,Tinker,Spirit Breaker,Kunkka,Invoker,Death Prophet,Pudge,Templar Assassin,Tidehunter,Luna,2
353,Ursa,Night Stalker,Batrider,Wisp,Chaos Knight,Juggernaut,Sniper,Pugna,Pudge,Enchantress,1
354,Invoker,Enigma,Silencer,Juggernaut,Nyx Assassin,Alchemist,Medusa,Drow Ranger,Rubick,Ogre Magi,1
355,Lone Druid,Undying,Lion,Slark,Lifestealer,Treant Protector,Pudge,Brewmaster,Nyx Assassin,Nature's Prophet,2
356,Luna,Meepo,Nyx Assassin,Sand King,Windrunner,Magnus,Skeleton King,Phantom Lancer,Pudge,Keeper of the Light,2
357,Templar Assassin,Witch Doctor,Silencer,Viper,Tidehunter,Tiny,Wisp,Luna,Ancient Apparition,Timbersaw,2
358,Zeus,Tiny,Sven,Morphling,Bounty Hunter,Gyrocopter,Centaur Warrunner,Faceless Void,Alchemist,Venomancer,1
359,Batrider,Axe,Pugna,Sniper,Windrunner,Nature's Prophet,Pudge,Naga Siren,Doom,Beastmaster,1
360,Mirana,Sand King,Shadow Fiend,Pudge,Disruptor,Phantom Lancer,Vengeful Spirit,Batrider,Puck,Nyx Assassin,2
361,Disruptor,Pudge,Riki,Morphling,Keeper of the Light,Ancient Apparition,Undying,Bloodseeker,Doom,Viper,1
362,Rubick,Faceless Void,Mirana,Axe,Batrider,Sand King,Juggernaut,Silencer,Nyx Assassin,Viper,2
363,Mirana,Dark Seer,Spirit Breaker,Luna,Warlock,Nyx Assassin,Slark,Disruptor,Storm Spirit,Razor,1
364,Storm Spirit,Puck,Windrunner,Witch Doctor,Phantom Lancer,Bounty Hunter,Phantom Assassin,Rubick,Night Stalker,Disruptor,2
365,Storm Spirit,Mirana,Lifestealer,Warlock,Morphling,Magnus,Sand King,Crystal Maiden,Juggernaut,Slark,1
366,Nature's Prophet,Zeus,Slardar,Tiny,Disruptor,Windrunner,Clinkz,Troll Warlord,Undying,Clockwerk,1
367,Magnus,Mirana,Drow Ranger,Sand King,Omniknight,Storm Spirit,Bounty Hunter,Invoker,Death Prophet,Spirit Breaker,1
368,Crystal Maiden,Earthshaker,Death Prophet,Invoker,Dragon Knight,Templar Assassin,Nature's Prophet,Phantom Lancer,Bounty Hunter,Sand King,2
369,Morphling,Pudge,Nature's Prophet,Sniper,Timbersaw,Skeleton King,Gyrocopter,Earthshaker,Doom,Lion,2
370,Venomancer,Enigma,Spirit Breaker,Silencer,Luna,Magnus,Dazzle,Earthshaker,Rubick,Sven,1
371,Earthshaker,Necrolyte,Windrunner,Lycanthrope,Dragon Knight,Nature's Prophet,Tidehunter,Venomancer,Warlock,Anti-Mage,1
372,Nyx Assassin,Drow Ranger,Dark Seer,Huskar,Ancient Apparition,Morphling,Pudge,Enigma,Bloodseeker,Disruptor,1
373,Medusa,Tiny,Shadow Shaman,Axe,Undying,Outworld Devourer,Phantom Lancer,Disruptor,Dark Seer,Nyx Assassin,2
374,Queen of Pain,Crystal Maiden,Sand King,Kunkka,Nature's Prophet,Juggernaut,Batrider,Weaver,Pudge,Earthshaker,1
375,Visage,Undying,Sniper,Zeus,Drow Ranger,Witch Doctor,Earthshaker,Ursa,Pudge,Crystal Maiden,1
376,Shadow Fiend,Spirit Breaker,Timbersaw,Rubick,Witch Doctor,Windrunner,Crystal Maiden,Pudge,Enchantress,Viper,1
377,Naga Siren,Undying,Broodmother,Medusa,Rubick,Jakiro,Shadow Demon,Silencer,Sand King,Shadow Fiend,2
378,Earthshaker,Windrunner,Invoker,Shadow Demon,Lifestealer,Gyrocopter,Visage,Mirana,Nyx Assassin,Batrider,2
379,Luna,Enchantress,Nature's Prophet,Chaos Knight,Leshrac,Shadow Fiend,Rubick,Sand King,Phantom Lancer,Bane,2
380,Omniknight,Tidehunter,Undying,Nyx Assassin,Phantom Lancer,Vengeful Spirit,Windrunner,Magnus,Sniper,Sand King,1
381,Sniper,Sand King,Shadow Demon,Viper,Bane,Slark,Keeper of the Light,Bloodseeker,Zeus,Ogre Magi,2
382,Tinker,Brewmaster,Morphling,Ogre Magi,Batrider,Broodmother,Riki,Rubick,Shadow Fiend,Omniknight,2
383,Pudge,Juggernaut,Vengeful Spirit,Bane,Nature's Prophet,Bloodseeker,Rubick,Invoker,Viper,Gyrocopter,1
384,Nyx Assassin,Troll Warlord,Storm Spirit,Keeper of the Light,Warlock,Lion,Queen of Pain,Rubick,Timbersaw,Lone Druid,1
385,Nature's Prophet,Drow Ranger,Lina,Batrider,Visage,Rubick,Slardar,Silencer,Wisp,Broodmother,2
386,Rubick,Sand King,Windrunner,Invoker,Axe,Morphling,Pugna,Silencer,Nature's Prophet,Slark,2
387,Anti-Mage,Witch Doctor,Dragon Knight,Queen of Pain,Tidehunter,Death Prophet,Keeper of the Light,Doom,Invoker,Pudge,2
388,Kunkka,Nature's Prophet,Earthshaker,Anti-Mage,Troll Warlord,Death Prophet,Magnus,Razor,Enigma,Spectre,2
389,Slark,Drow Ranger,Windrunner,Faceless Void,Dragon Knight,Morphling,Spirit Breaker,Shadow Shaman,Timbersaw,Lina,2
390,Luna,Brewmaster,Weaver,Undying,Nyx Assassin,Rubick,Chaos Knight,Dark Seer,Keeper of the Light,Wisp,1
391,Shadow Shaman,Witch Doctor,Storm Spirit,Skeleton King,Crystal Maiden,Pudge,Faceless Void,Nature's Prophet,Windrunner,Shadow Demon,2
392,Rubick,Drow Ranger,Invoker,Windrunner,Lifestealer,Chaos Knight,Jakiro,Pudge,Wisp,Bounty Hunter,2
393,Nyx Assassin,Sven,Lina,Mirana,Night Stalker,Alchemist,Kunkka,Invoker,Enchantress,Bounty Hunter,2
394,Phantom Lancer,Tidehunter,Shadow Fiend,Bounty Hunter,Axe,Meepo,Witch Doctor,Nature's Prophet,Tinker,Timbersaw,1
395,Dragon Knight,Nature's Prophet,Phantom Lancer,Medusa,Sand King,Lifestealer,Phantom Assassin,Ursa,Skeleton King,Gyrocopter,1
396,Storm Spirit,Luna,Clinkz,Kunkka,Dazzle,Vengeful Spirit,Weaver,Doom,Queen of Pain,Lifestealer,1
397,Queen of Pain,Tiny,Axe,Tidehunter,Nature's Prophet,Enchantress,Phantom Assassin,Huskar,Shadow Demon,Undying,1
398,Batrider,Rubick,Bounty Hunter,Juggernaut,Tinker,Weaver,Templar Assassin,Luna,Magnus,Jakiro,1
399,Medusa,Shadow Demon,Nyx Assassin,Shadow Shaman,Juggernaut,Windrunner,Pugna,Kunkka,Sand King,Mirana,1
400,Doom,Sven,Drow Ranger,Wisp,Vengeful Spirit,Omniknight,Nyx Assassin,Tinker,Keeper of the Light,Pudge,2
401,Templar Assassin,Phantom Assassin,Bounty Hunter,Sand King,Lion,Axe,Storm Spirit,Alchemist,Shadow Shaman,Dark Seer,2
402,Luna,Pudge,Drow Ranger,Lifestealer,Warlock,Tiny,Dark Seer,Enigma,Omniknight,Vengeful Spirit,2
403,Lycanthrope,Invoker,Mirana,Lina,Bounty Hunter,Windrunner,Night Stalker,Lion,Sand King,Outworld Devourer,2
404,Weaver,Nature's Prophet,Drow Ranger,Pudge,Nyx Assassin,Luna,Sand King,Silencer,Puck,Tidehunter,2
405,Batrider,Clinkz,Rubick,Crystal Maiden,Mirana,Pudge,Keeper of the Light,Troll Warlord,Huskar,Warlock,2
406,Vengeful Spirit,Bounty Hunter,Slardar,Venomancer,Tidehunter,Skeleton King,Undying,Enigma,Spirit Breaker,Windrunner,2
407,Enigma,Clockwerk,Queen of Pain,Riki,Bane,Windrunner,Batrider,Medusa,Lich,Leshrac,2
408,Clinkz,Ogre Magi,Troll Warlord,Batrider,Visage,Vengeful Spirit,Pudge,Witch Doctor,Omniknight,Riki,1
409,Earthshaker,Nature's Prophet,Queen of Pain,Dark Seer,Anti-Mage,Nyx Assassin,Leshrac,Tidehunter,Lifestealer,Clockwerk,2
410,Sand King,Beastmaster,Puck,Queen of Pain,Tiny,Undying,Gyrocopter,Morphling,Axe,Keeper of the Light,1
